0.000,0.034
0.250,0.015
0.500,-0.004
0.750,-0.020
1.000,-0.035
1.250,-0.048
1.500,-0.058
1.750,-0.065
2.000,-0.070
2.250,-0.072
2.500,-0.072
2.750,-0.070
3.000,-0.066
3.250,-0.060
3.500,-0.054
3.750,-0.047
4.000,-0.040
4.250,-0.033
4.500,-0.027
4.750,-0.022
5.000,-0.019
5.250,-0.017
5.500,-0.017
5.750,-0.019
6.000,-0.022
6.250,-0.027
6.500,-0.033
6.750,-0.039
7.000,-0.046
7.250,-0.053
7.500,-0.060
7.750,-0.065
8.000,-0.069
8.250,-0.071
8.500,-0.071
8.750,-0.068
9.000,-0.063
9.250,-0.055
9.500,-0.044
9.750,-0.030
10.000,-0.014
10.250,0.004
10.500,0.023
10.750,0.044
11.000,0.066
11.250,0.087
11.500,0.109
11.750,0.129
12.000,0.148
12.250,0.164
12.500,0.179
12.750,0.191
13.000,0.200
13.250,0.206
13.500,0.209
13.750,0.209
14.000,0.207
14.250,0.202
14.500,0.196
14.750,0.188
15.000,0.178
15.250,0.169
15.500,0.159
15.750,0.150
16.000,0.142
16.250,0.135
16.500,0.129
16.750,0.125
17.000,0.123
17.250,0.122
17.500,0.124
17.750,0.126
18.000,0.131
18.250,0.136
18.500,0.141
18.750,0.147
19.000,0.152
19.250,0.157
19.500,0.161
19.750,0.162
20.000,0.162
20.250,0.160
20.500,0.155
20.750,0.148
21.000,0.138
21.250,0.126
21.500,0.112
21.750,0.096
22.000,0.078
22.250,0.058
22.500,0.038
22.750,0.018
23.000,-0.002
23.250,-0.022
23.500,-0.040
23.750,-0.057
24.000,-0.073
24.250,-0.086
24.500,-0.097
24.750,-0.105
25.000,-0.110
25.250,-0.114
25.500,-0.114
25.750,-0.112
26.000,-0.108
26.250,-0.102
26.500,-0.094
26.750,-0.085
27.000,-0.074
27.250,-0.063
27.500,-0.051
27.750,-0.039
28.000,-0.027
28.250,-0.015
28.500,-0.004
28.750,0.007
29.000,0.018
29.250,0.027
29.500,0.037
29.750,0.045
30.000,0.052
30.250,0.059
30.500,0.065
30.750,0.071
31.000,0.075
31.250,0.079
31.500,0.082
31.750,0.084
32.000,0.086
32.250,0.087
32.500,0.086
32.750,0.085
33.000,0.083
33.250,0.080
33.500,0.076
33.750,0.071
34.000,0.065
34.250,0.058
34.500,0.051
34.750,0.044
35.000,0.036
35.250,0.029
35.500,0.021
35.750,0.014
36.000,0.009
36.250,0.004
36.500,0.000
36.750,-0.002
37.000,-0.002
37.250,-0.001
37.500,0.001
37.750,0.006
38.000,0.012
38.250,0.019
38.500,0.027
38.750,0.035
39.000,0.044
39.250,0.053
39.500,0.062
39.750,0.069
40.000,0.075
40.250,0.080
40.500,0.082
40.750,0.082
41.000,0.080
41.250,0.076
41.500,0.069
41.750,0.060
42.000,0.050
42.250,0.038
42.500,0.025
42.750,0.011
43.000,-0.002
43.250,-0.015
43.500,-0.026
43.750,-0.035
44.000,-0.042
44.250,-0.046
44.500,-0.047
44.750,-0.044
45.000,-0.037
45.250,-0.027
45.500,-0.013
45.750,0.004
46.000,0.023
46.250,0.045
46.500,0.068
46.750,0.091
47.000,0.114
47.250,0.136
47.500,0.156
47.750,0.173
48.000,0.187
48.250,0.196
48.500,0.200
48.750,0.199
49.000,0.193
49.250,0.181
49.500,0.165
49.750,0.143
50.000,0.118
50.250,0.090
50.500,0.059
50.750,0.027
51.000,-0.005
51.250,-0.036
51.500,-0.066
51.750,-0.092
52.000,-0.114
52.250,-0.132
52.500,-0.144
52.750,-0.150
53.000,-0.149
53.250,-0.143
53.500,-0.130
53.750,-0.112
54.000,-0.088
54.250,-0.061
54.500,-0.030
54.750,0.003
55.000,0.037
55.250,0.070
55.500,0.101
55.750,0.130
56.000,0.155
56.250,0.174
56.500,0.188
56.750,0.196
57.000,0.196
57.250,0.190
57.500,0.177
57.750,0.158
58.000,0.133
58.250,0.103
58.500,0.069
58.750,0.032
59.000,-0.007
59.250,-0.046
59.500,-0.083
59.750,-0.119
60.000,-0.151
60.250,-0.178
60.500,-0.201
60.750,-0.217
61.000,-0.226
61.250,-0.229
61.500,-0.225
61.750,-0.214
62.000,-0.198
62.250,-0.176
62.500,-0.150
62.750,-0.120
63.000,-0.088
63.250,-0.055
63.500,-0.023
63.750,0.009
64.000,0.037
64.250,0.062
64.500,0.083
64.750,0.099
65.000,0.108
65.250,0.112
65.500,0.110
65.750,0.102
66.000,0.089
66.250,0.070
66.500,0.048
66.750,0.022
67.000,-0.006
67.250,-0.035
67.500,-0.064
67.750,-0.092
68.000,-0.117
68.250,-0.140
68.500,-0.159
68.750,-0.173
69.000,-0.181
69.250,-0.185
69.500,-0.182
69.750,-0.173
70.000,-0.159
70.250,-0.140
70.500,-0.116
70.750,-0.088
71.000,-0.057
71.250,-0.023
71.500,0.013
71.750,0.049
72.000,0.085
72.250,0.121
72.500,0.154
72.750,0.185
73.000,0.212
73.250,0.236
73.500,0.256
73.750,0.272
74.000,0.284
74.250,0.291
74.500,0.293
74.750,0.292
75.000,0.286
75.250,0.277
75.500,0.264
75.750,0.249
76.000,0.231
76.250,0.211
76.500,0.190
76.750,0.167
77.000,0.143
77.250,0.118
77.500,0.092
77.750,0.067
78.000,0.041
78.250,0.016
78.500,-0.010
78.750,-0.035
79.000,-0.059
79.250,-0.083
79.500,-0.107
79.750,-0.129
80.000,-0.151
80.250,-0.172
80.500,-0.191
80.750,-0.209
81.000,-0.226
81.250,-0.241
81.500,-0.254
81.750,-0.265
82.000,-0.274
82.250,-0.281
82.500,-0.286
82.750,-0.289
83.000,-0.289
83.250,-0.288
83.500,-0.284
83.750,-0.279
84.000,-0.272
84.250,-0.264
84.500,-0.255
84.750,-0.245
85.000,-0.234
85.250,-0.223
85.500,-0.212
85.750,-0.202
86.000,-0.191
86.250,-0.182
86.500,-0.173
86.750,-0.164
87.000,-0.157
87.250,-0.150
87.500,-0.144
87.750,-0.138
88.000,-0.132
88.250,-0.127
88.500,-0.121
88.750,-0.115
89.000,-0.108
89.250,-0.100
89.500,-0.092
89.750,-0.082
90.000,-0.071
90.250,-0.059
90.500,-0.045
90.750,-0.030
91.000,-0.015
91.250,0.002
91.500,0.019
91.750,0.036
92.000,0.053
92.250,0.070
92.500,0.086
92.750,0.101
93.000,0.114
93.250,0.125
93.500,0.133
93.750,0.140
94.000,0.144
94.250,0.145
94.500,0.143
94.750,0.138
95.000,0.131
95.250,0.121
95.500,0.108
95.750,0.094
96.000,0.078
96.250,0.060
96.500,0.041
96.750,0.022
97.000,0.002
97.250,-0.018
97.500,-0.037
97.750,-0.055
98.000,-0.073
98.250,-0.089
98.500,-0.103
98.750,-0.115
99.000,-0.125
99.250,-0.133
99.500,-0.138
99.750,-0.141
100.000,-0.141
100.250,-0.139
100.500,-0.135
100.750,-0.128
101.000,-0.118
101.250,-0.106
101.500,-0.092
101.750,-0.076
102.000,-0.058
102.250,-0.038
102.500,-0.016
102.750,0.007
103.000,0.032
103.250,0.057
103.500,0.084
103.750,0.110
104.000,0.137
104.250,0.163
104.500,0.188
104.750,0.212
105.000,0.235
105.250,0.255
105.500,0.274
105.750,0.289
106.000,0.301
106.250,0.310
106.500,0.315
106.750,0.317
107.000,0.314
107.250,0.307
107.500,0.297
107.750,0.283
108.000,0.265
108.250,0.245
108.500,0.222
108.750,0.197
109.000,0.170
109.250,0.143
109.500,0.115
109.750,0.088
110.000,0.062
110.250,0.038
110.500,0.016
110.750,-0.003
111.000,-0.019
111.250,-0.032
111.500,-0.040
111.750,-0.044
112.000,-0.045
112.250,-0.041
112.500,-0.034
112.750,-0.023
113.000,-0.010
113.250,0.006
113.500,0.024
113.750,0.043
114.000,0.063
114.250,0.083
114.500,0.102
114.750,0.120
115.000,0.136
115.250,0.151
115.500,0.162
115.750,0.172
116.000,0.178
116.250,0.181
116.500,0.181
116.750,0.179
117.000,0.174
117.250,0.166
117.500,0.157
117.750,0.146
118.000,0.134
118.250,0.121
118.500,0.108
118.750,0.096
119.000,0.084
119.250,0.073
119.500,0.063
119.750,0.055
120.000,0.049
120.250,0.045
120.500,0.042
120.750,0.042
121.000,0.043
121.250,0.046
121.500,0.050
121.750,0.056
122.000,0.062
122.250,0.069
122.500,0.077
122.750,0.084
123.000,0.092
123.250,0.099
123.500,0.106
123.750,0.113
124.000,0.118
124.250,0.123
124.500,0.127
124.750,0.130
125.000,0.133
125.250,0.134
125.500,0.135
125.750,0.135
126.000,0.134
126.250,0.133
126.500,0.131
126.750,0.128
127.000,0.125
127.250,0.121
127.500,0.116
127.750,0.111
128.000,0.104
128.250,0.097
128.500,0.089
128.750,0.080
129.000,0.070
129.250,0.058
129.500,0.046
129.750,0.033
130.000,0.019
130.250,0.004
130.500,-0.011
130.750,-0.026
131.000,-0.042
131.250,-0.057
131.500,-0.072
131.750,-0.086
132.000,-0.098
132.250,-0.109
132.500,-0.119
132.750,-0.126
133.000,-0.132
133.250,-0.135
133.500,-0.136
133.750,-0.134
134.000,-0.131
134.250,-0.125
134.500,-0.118
134.750,-0.109
135.000,-0.099
135.250,-0.089
135.500,-0.078
135.750,-0.068
136.000,-0.058
136.250,-0.050
136.500,-0.043
136.750,-0.038
137.000,-0.036
137.250,-0.036
137.500,-0.039
137.750,-0.045
138.000,-0.054
138.250,-0.066
138.500,-0.080
138.750,-0.096
139.000,-0.115
139.250,-0.134
139.500,-0.154
139.750,-0.175
140.000,-0.195
140.250,-0.214
140.500,-0.231
140.750,-0.245
141.000,-0.257
141.250,-0.265
141.500,-0.270
141.750,-0.270
142.000,-0.265
142.250,-0.256
142.500,-0.243
142.750,-0.224
143.000,-0.202
143.250,-0.176
143.500,-0.147
143.750,-0.114
144.000,-0.080
144.250,-0.044
144.500,-0.007
144.750,0.029
145.000,0.065
145.250,0.100
145.500,0.132
145.750,0.162
146.000,0.188
146.250,0.210
146.500,0.228
146.750,0.242
147.000,0.251
147.250,0.256
147.500,0.256
147.750,0.252
148.000,0.244
148.250,0.232
148.500,0.218
148.750,0.201
149.000,0.182
149.250,0.162
149.500,0.142
149.750,0.122
150.000,0.103
150.250,0.085
150.500,0.069
150.750,0.056
151.000,0.045
151.250,0.038
151.500,0.033
151.750,0.031
152.000,0.033
152.250,0.037
152.500,0.044
152.750,0.053
153.000,0.064
153.250,0.076
153.500,0.088
153.750,0.100
154.000,0.112
154.250,0.123
154.500,0.132
154.750,0.139
155.000,0.143
155.250,0.144
155.500,0.142
155.750,0.137
156.000,0.129
156.250,0.117
156.500,0.103
156.750,0.086
157.000,0.067
157.250,0.046
157.500,0.024
157.750,0.002
158.000,-0.020
158.250,-0.041
158.500,-0.061
158.750,-0.078
159.000,-0.093
159.250,-0.105
159.500,-0.113
159.750,-0.118
160.000,-0.119
160.250,-0.117
160.500,-0.110
160.750,-0.101
161.000,-0.089
161.250,-0.074
161.500,-0.058
161.750,-0.040
162.000,-0.022
162.250,-0.004
162.500,0.013
162.750,0.028
163.000,0.042
163.250,0.053
163.500,0.060
163.750,0.065
164.000,0.066
164.250,0.063
164.500,0.057
164.750,0.048
165.000,0.036
165.250,0.022
165.500,0.006
165.750,-0.011
166.000,-0.029
166.250,-0.047
166.500,-0.064
